"sample","contrs","spec_d","spec_u","spec_m","hetero","design","ft_pt_cf","numerator","denom1","denom2","denom3","denom4","mvpf_1","mvpf_2","mvpf_3","mvpf_4","eff_fed_liab","eff_st_liab","eff_pay_liab","eff_fedeitc","eff_ctc","eff_caleitc","eff_st_nocal_liab","direct_real"
0,0,1,1,0,0,0,3,626.280756040525,760.587008713685,871.74530227709,1184.01637279334,1184.01645373386,0.823417635149593,0.718421716073049,0.52894602678762,0.528945990628352,-111.158293563405,-134.306333613683,-312.271070516248,73.9350229476676,-83.3791137279513,134.30625267316,-8.09405232287759e-05,760.587008713685
0,0,1,1,0,1,0,1,627.900543393446,760.587008713685,597.047023302587,725.018547554706,725.018632299185,0.825547289396067,1.05167686779542,0.866047559074436,0.866047457845659,163.539985411098,-132.686550064719,-127.971524252119,-103.722875847177,-68.495078291194,132.686465320239,-8.47444793081566e-05,760.587008713685
0,0,1,1,0,1,0,2,627.732945229085,760.587008713685,767.191908809456,993.2087122078,993.208796952279,0.825326935692361,0.818221540166155,0.632025210324323,0.632025156397448,-6.60490009577081,-132.854148229079,-226.016803398344,15.0436457735467,-73.1594184714884,132.8540634846,-8.47444793081566e-05,760.587008713685
0,0,1,1,0,1,0,3,627.732945229085,760.587008713685,878.596454372633,1158.71899820317,1158.71908294765,0.825326935692361,0.714472431689155,0.541747348755404,0.541747309133982,-118.009445658948,-132.854148229079,-280.122543830538,80.6402882207103,-73.1594184714884,132.8540634846,-8.47444793081566e-05,760.587008713685
0,0,1,1,0,2,0,1,631.169259009867,760.587008713685,592.061951048044,735.15343514335,735.153472760794,0.829844911599672,1.06605272960473,0.85855445793679,0.858554414004977,168.525057665642,-129.417787321262,-143.091484095306,-111.426256266822,-67.9988441543368,129.417749703818,-3.76174439998991e-05,760.587008713685
0,0,1,1,0,2,0,2,630.933345974538,760.587008713685,776.276848242626,1022.38663533915,1022.3866729566,0.82953473928194,0.812768469654706,0.617118147055239,0.617118124349145,-15.6898395289404,-129.653700356592,-246.109787096526,11.6782384841952,-69.6054402418984,129.653662739148,-3.76174439998991e-05,760.587008713685
0,0,1,1,0,2,0,3,630.933345974538,760.587008713685,895.726500816842,1199.68005105106,1199.68008866851,0.82953473928194,0.70438168949916,0.525918010741083,0.525917994250278,-135.139492103157,-129.653700356592,-303.953550234223,80.8670895694333,-69.6054402418984,129.653662739148,-3.76174439998991e-05,760.587008713685
0,0,1,1,1,0,0,1,621.125704085217,760.587008713685,558.144757786367,711.579814389924,711.579898597539,0.816639907031377,1.11283980619765,0.872882692179432,0.872882588883414,202.442250927319,-139.461388836084,-153.435056603557,-131.133346139727,-81.7359332465447,139.461304628468,-8.42076155236123e-05,760.587008713685
0,0,1,1,1,0,0,2,620.859603498472,760.587008713685,749.254665011144,1012.4433838436,1012.44346805122,0.816290044906864,0.828636286821434,0.613228960163148,0.613228909159265,11.3323437025412,-139.727489422829,-263.188718832459,2.01144166600387,-86.7446375613088,139.727405215214,-8.42076155236123e-05,760.587008713685
0,0,1,1,1,0,0,3,620.859603498472,760.587008713685,876.232108019396,1201.107722807,1201.10780701462,0.816290044906864,0.708556098111767,0.516905845919895,0.516905809680509,-115.645099305711,-139.727489422829,-324.875614787605,76.9193444488783,-86.7446375613088,139.727405215214,-8.42076155236123e-05,760.587008713685
0,0,1,1,1,1,0,1,625.606168562271,760.587008713685,563.401879060482,711.580674687691,711.580760530384,0.822530705093563,1.11040838132368,0.879178132313453,0.879178026252382,197.185129653203,-134.980925994106,-148.178795627209,-128.041261141183,-79.0464434169886,134.980840151414,-8.58426924288371e-05,760.587008713685
0,0,1,1,1,1,0,2,625.375923169754,760.587008713685,749.928606677106,1005.38005014036,1005.38013598305,0.822227984445065,0.833913945409767,0.622029373949132,0.6220293208382,10.6584020365797,-135.211171386623,-255.451443463253,2.01764210213436,-84.0293729844675,135.211085543931,-8.58426924288371e-05,760.587008713685
0,0,1,1,1,1,0,3,625.375923169754,760.587008713685,873.120361186675,1188.41280010602,1188.41288594871,0.822227984445065,0.716253967917772,0.526227858799537,0.526227820788492,-112.53335247299,-135.211171386623,-315.292438919346,74.6384223011466,-84.0293729844675,135.211085543931,-8.58426924288371e-05,760.587008713685
0,0,1,1,1,2,0,1,634.014176869502,760.587008713685,593.231204698066,745.834779173719,745.834789643856,0.833585335544654,1.06874717959618,0.850073226099621,0.85007321416617,167.355804015619,-126.572842314321,-152.603574475653,-114.11112052456,-66.248838454975,126.572831844183,-1.0470137615286e-05,760.587008713685
0,0,1,1,1,2,0,2,633.779629632008,760.587008713685,786.708545963274,1047.39745285475,1047.39746332489,0.833276958942363,0.805609183838197,0.605099456662416,0.605099450613638,-26.1215372495885,-126.807389551815,-260.688906891476,12.238736203156,-66.7470925598157,126.807379081677,-1.0470137615286e-05,760.587008713685
0,0,1,1,1,2,0,3,633.779629632008,760.587008713685,911.652088392622,1232.95849574474,1232.95850621488,0.833276958942363,0.695199010347748,0.51403160107931,0.514031596714215,-151.065079678936,-126.807389551815,-321.306407352122,83.1650869140547,-66.7470925598157,126.807379081677,-1.0470137615286e-05,760.587008713685
0,0,1,0,0,0,1,1,693.277476350888,760.587008713685,836.383563134607,815.505982332474,815.50602666258,0.911503179002976,0.828898972802162,0.850119424468238,0.850119378256582,-75.7965544209221,-67.309576692903,20.8775808021332,65.2217309434177,10.0979052158151,67.3095323627973,-4.43301056703187e-05,760.587008713685
0,0,1,0,0,0,1,2,693.264904431334,760.587008713685,845.464123710158,829.820175298354,829.820219628459,0.911486649770409,0.819981457508892,0.835439924296945,0.835439879666627,-84.877114996473,-67.322148612457,15.6439484118045,71.5937004736791,9.83455760736321,67.3221042823513,-4.43301056703187e-05,760.587008713685
0,0,1,0,0,0,1,3,693.264904431334,760.587008713685,851.505565940819,838.797129911504,838.797174241609,0.911486649770409,0.814163679206669,0.826498899089552,0.826498855409406,-90.918557227134,-67.322148612457,12.7084360293156,75.1718620545245,9.83455760736321,67.3221042823513,-4.43301056703187e-05,760.587008713685
0,0,1,0,0,1,1,1,693.135197557834,760.587008713685,742.016127584558,769.411397828094,769.41145804603,0.911316114549568,0.934124167643306,0.900864218432982,0.900864147926904,18.5708811291274,-67.4518713737873,-27.3952702435363,-4.89154515180647,-15.9760276697231,67.4518111558513,-6.02179359958606e-05,760.587008713685
0,0,1,0,0,1,1,2,693.099990124845,760.587008713685,797.656621585639,857.513414062279,857.513474280215,0.911269824733169,0.868920248849751,0.808267227962579,0.808267171202906,-37.0696128719542,-67.487078806776,-59.8567924766391,34.4706472153558,-17.8564076437564,67.48701858884,-6.02179359958606e-05,760.587008713685
